Table Name,row,Default Priority,Longname,"description (appears as variable ""comment"" in CMIP6 netCDF files)",units,comment (not sure how this is used),"Notes, Corrections, & Questions",Notes/Questions category,Notes/Questions category (secondary),Notes/Questions category (tertiary),override default severity,# institutions reporting per out_name,# models reporting per out_name,error severity,CF Standard Name,original CMIP6 cell_methods,proposed modification of cell_methods,where rule,new cell_methods,"""where"" extraction","refine ""where"" extraction","""over"" extraction","refine ""over"" extraction","realm implied by ""over"" directive",areaLabelDD,areaLabelDD (more refined),new standard_name criteria for realm,new auto-assigned primary realm,"primary realm for ""nd"" and ""mr"" (by inspection)",composite primary realm,realmLabelDD,auto-assigned additional realm based on standard name,"concat auto-assigned additional realm based on ""over"" directive","expand secondary a and o to ap, ac,op, and oc",user-assigned additional realms,Secondary realm(s),realmsDD,CMIP6 attribute: positive,CMIP6 attribute: type,verticalLabelDD (preliminary),verticalLabelDD (secondary),"indicate ""surface snow"" variables",certain surface variables?,verticalLabelDD (tertiary),verticalLabelDD (by inspection),verticalLabelDD (final),verticalLabelDD (final),horizontalLabelDD,original CMIP6 dimensions,proposed change in dimensions,corrected CMIP6 dimensions,original CMOR entry label,original CMIP6 modeling_realm (1st listed is primary),original CMIP6 frequency,new frequency (intervalReportedDD),temporalLabelDD,cell_measures,"CMIP6 variable name (referred to as ""out_name""; also original ""root"" name)",original CMIP6 almost unique variable label,branded variable label (retaining old root names),proposed new roots,proposed branded variable label,length of old i.d.,length of branded name,larger by a factor of,new-old difference ,"1=ant/grn; 2=globe-avg; 3=dupl.; 4=diff; 5=mult,6= sampling, 7=other",duplicate branded variable names,CMIP6 original primary realm,CMIP6 original secondary realm,CMIP6 abbrev. Primary realm,CMIP6 abbrev. secondary realm,old & new primary realms different,new primary different from all old realms,old primary different from all new realms,variable registry root names,distinct root variable name,same std. name; different root variable name,distinct CMIP6 outnames,distinct standard names,why different variable root name needed?,use_stats variable identifier,corresponding row in use_stats table,download ranking,use_stats & this page consistency,"original: ""where"" extraction","original: refine ""where"" extraction","original: domain from ""where"" directive",,expanded frequency,temporal method,vertical coordinate information,horizontal coordinate information,"""area type"" restriction",definition_qualifier:  additional description of variable.,cleaned definition_qualifier (removing text in brackets from column just to the left),brand description: automatically generated based on branded variable information,"next-generation CMIP comment attribute for variable (constructed from original comment attribute appended to proposed ""definition_qualifier"" (NOTE: The text following the final ""::"" will need to be reviewed and edited.)",dataRegionDD,cleaned version of region,"preliminary long_name: replaces ""time"" with frequency reported ","long_name: adds to brand description both ""frequency"" and for non-global data, ""region"" labels",duplicate long names?,count number of variables with the same (old) label in rows above,table_id transferred from ESGF database,variable_id transferred from ESGF database,old variable label (from ESGF database),# models reporting variable listed in column DD,count number of variables consistent with ESGF label,# models reporting variable listed in column BH,unrequested variables,models/groups providing unrequested variables,variables that might change,subhr,1hr,3hr,6hr,day,mon,yr,dec,fx,all,,,3hr,6hrLev,6hrPlev,6hrPlevPt,AERday,AERhr,AERmon,AERmonZ,Amon,CF3hr,CFday,CFmon,CFsubhr,day,E1hr,E1hrClimMon,E3hr,E3hrPt,E6hrZ,Eday,EdayZ,Efx,Emon,EmonZ,Esubhr,Eyr,fx,IfxAnt,IfxGre,ImonAnt,ImonGre,IyrAnt,IyrGre,LImon,Lmon,Oclim,Oday,Odec,Ofx,Omon,Oyr,SIday,SImon,all,area type,,x,air,sea,land,sea_ice,ice_sheet,other,all,,priority 1,priority 2,priority 3,all,,,,,,,,,,,,,,,,,,,"length of original CMIP6 ""outname""","Exclude from variable registry.  No need to distinguish among variables in different ""regions"" (e.g., Antarctica and Greenland)",Modify dimensions.  No need for special horizontal coordinates. ,Modify dimensions.  Add or remove scalar coordinate.,Modify dimension.  Other,Check units.,Standard name issue.,Modiy root name.,"Deprecate? Eliminate one of ""point"" or ""mean"" variable options.",Depricate?  Few institutions contributed variable to CMIP6.,Eliminate or deprecate?  ,"Modify cell methods.  Include ""where air"".","Modify cell methods.  Include ""where sea"".",Modify cell methods.,number of correction/question error flags found,number of corrections/questions needing individual consideration,branding suffix,duplicate suffix?
Emon,45,1,C3 Natural Grass Area Percentage,Percentage of entire grid cell covered by C3 natural grass.,%,0,"Should this be undefined where sea?  Should deprecate in favor of ""where all_area_types"".  Consider eliminating scalar dimension.",cell1,,,,missing,missing,1,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typec3natg,,longitude latitude time typec3natg,grassFracC3,land,mon,mon,tavg,area: areacella,grassFracC3,grassFracC3-Emon,grassFracC3-mon-unknown-tavg-z0c-hxy,,grassFracC3_tavg-z0-hxy-x,16,25,1.6,9,,,land,,ld,,1,1,1,grassFracC3,,XXXXX,36,12,area fraction,Emon.grassFracC3,missing,x,error1,land over all_area_types time: mean,land,ld,ld --> x,monthly, time means,, reported on a 2-d spatial grid,, of natural C3 grasses, of natural C3 grasses,area fraction of natural C3 grasses: time means reported on a 2-d spatial grid, of natural C3 grasses :: Percentage of entire grid cell covered by C3 natural grass.,global,global,area fraction of natural C3 grasses: monthly means reported on a 2-d spatial grid,area fraction of natural C3 grasses: monthly means reported on a 2-d spatial grid,,0,Oyr,nh4,nh4-Oyr,10,1,28,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,11,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
Emon,46,1,C4 Natural Grass Area Percentage,Percentage of entire grid cell covered by C4 natural grass.,%,0,"Should this be undefined where sea?  Should deprecate in favor of ""where all_area_types"".  Consider eliminating scalar dimension.",cell1,,,,missing,missing,1,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typec4natg,,longitude latitude time typec4natg,grassFracC4,land,mon,mon,tavg,area: areacella,grassFracC4,grassFracC4-Emon,grassFracC4-mon-unknown-tavg-z0c-hxy,,grassFracC4_tavg-z0-hxy-x,16,25,1.6,9,,,land,,ld,,1,1,1,grassFracC4,,XXXXX,37,12,area fraction,Emon.grassFracC4,missing,x,error1,land over all_area_types time: mean,land,ld,ld --> x,monthly, time means,, reported on a 2-d spatial grid,, of natural C4 grasses, of natural C4 grasses,area fraction of natural C4 grasses: time means reported on a 2-d spatial grid, of natural C4 grasses :: Percentage of entire grid cell covered by C4 natural grass.,global,global,area fraction of natural C4 grasses: monthly means reported on a 2-d spatial grid,area fraction of natural C4 grasses: monthly means reported on a 2-d spatial grid,,0,Oyr,somint,somint-Oyr,16,1,28,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,11,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
Lmon,43,2,Percentage of Area by Vegetation or Land-Cover Category,"Percentage of grid cell area occupied by different model vegetation/land cover categories. The categories may differ from model to model, depending on each model's subgrid land cover category definitions. Categories may include natural vegetation, anthropogenic vegetation, bare soil, lakes, urban areas, glaciers, etc. Sum of all should equal the percentage of the grid cell that is land.",%,"The categories may differ from model to model, depending on their  PFT definitions.   This may include natural PFTs, anthropogenic PFTs, bare soil, lakes, urban areas, etc.   Sum of all should equal the fraction of the grid-cell that is land.","Note that the specified area types should all be in or added to the CF conventions official list.  Currently ""urban areas"" and ""residual"", among others, are not options.",M,cell1,,,missing,missing,1,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude vegtype time,,longitude latitude vegtype time,landCoverFrac,land,mon,mon,tavg,area: areacella,landCoverFrac,landCoverFrac-Lmon,landCoverFrac-mon-unknown-tavg-z0c-hxy,,landCoverFrac_tavg-z0-hxy-x,18,27,1.5,9,,,land,,ld,,1,1,1,landCoverFrac,,XXXXX,38,12,area fraction,Lmon.landCoverFrac,missing,x,,land over all_area_types time: mean,land,ld,ld --> x,monthly, time means,, reported on a 2-d spatial grid,, of various vegetative types, of various vegetative types,area fraction of various vegetative types: time means reported on a 2-d spatial grid," of various vegetative types :: Percentage of grid cell area occupied by different model vegetation/land cover categories. The categories may differ from model to model, depending on each model's subgrid land cover category definitions. Categories may include natural vegetation, anthropogenic vegetation, bare soil, lakes, urban areas, glaciers, etc. Sum of all should equal the percentage of the grid cell that is land.",global,global,area fraction of various vegetative types: monthly means reported on a 2-d spatial grid,area fraction of various vegetative types: monthly means reported on a 2-d spatial grid,,0,Oyr,difvso,difvso-Oyr,15,1,24,,,2,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,x,,missing,,,,,,,,,,missing,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,13,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
Emon,247,1,Non-Woody Vegetation Percentage Cover,Percentage of land use tile tile that is non-woody vegetation ( e.g. herbaceous crops),%,0,"remove dimension landuse.  Consider eliminating scalar dimension.  non-woody vegetation is not an area type recognized by CF, which could be a problem.",dim,cell1,root,,missing,missing,4,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude landUse time typenwd,longitude latitude time typenwd,longitude latitude time typenwd,nwdFracLut,land,mon,mon,tavg,area: areacella,nwdFracLut,nwdFracLut-Emon,nwdFracLut-mon-unknown-tavg-z0c-hxy,nwdFrac,nwdFrac_tavg-z0-hxy-x,15,21,1.4,6,,,land,,ld,,1,1,1,nwdFrac,,XXXXX,39,12,area fraction,Emon.nwdFracLut,missing,x,error1,land over all_area_types time: mean,land,ld,ld --> x,monthly, time means,, reported on a 2-d spatial grid,, of herbaceous vegetation, of herbaceous vegetation,area fraction of herbaceous vegetation: time means reported on a 2-d spatial grid, of herbaceous vegetation :: Percentage of land use tile tile that is non-woody vegetation ( e.g. herbaceous crops),global,global,area fraction of herbaceous vegetation: monthly means reported on a 2-d spatial grid,area fraction of herbaceous vegetation: monthly means reported on a 2-d spatial grid,,0,Oyr,opottempmint,opottempmint-Oyr,15,1,19,,,3,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,10,,,,3:Modify dimensions,,,6:Modify variable root.,,,,,,12:Modify cell methods?,3,3,tavg-z0-hxy-x,yes
Lmon,16,1,Percentage of Land Which Is Anthropogenic Pasture,Percentage of entire grid cell  that is covered by anthropogenic pasture.,%,fraction of entire grid cell  that is covered by anthropogenic pasture.,"Should this be undefined where sea?  Should deprecate in favor of ""where all_area_types"".  Consider eliminating scalar dimension.",cell1,,,,missing,missing,1,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typepasture,,longitude latitude time typepasture,pastureFrac,land,mon,mon,tavg,area: areacella,pastureFrac,pastureFrac-Lmon,pastureFrac-mon-unknown-tavg-z0c-hxy,,pastureFrac_tavg-z0-hxy-x,16,25,1.6,9,,,land,,ld,,1,1,1,pastureFrac,,XXXXX,40,12,area fraction,Lmon.pastureFrac,missing,x,error1,land over all_area_types time: mean,land,ld,ld --> x,monthly, time means,, reported on a 2-d spatial grid,, of pastures, of pastures,area fraction of pastures: time means reported on a 2-d spatial grid, of pastures :: Percentage of entire grid cell  that is covered by anthropogenic pasture.,global,global,area fraction of pastures: monthly means reported on a 2-d spatial grid,area fraction of pastures: monthly means reported on a 2-d spatial grid,,0,Oyr,expp,expp-Oyr,6,1,13,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,11,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
Emon,47,2,C3 Pasture Area Percentage,Percentage of entire grid cell covered by C3 pasture,%,0,"Should this be undefined where sea?  Should deprecate in favor of ""where all_area_types"".  Consider eliminating scalar dimension.",cell1,,,,missing,missing,1,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typec3pastures,,longitude latitude time typec3pastures,pastureFracC3,land,mon,mon,tavg,area: areacella,pastureFracC3,pastureFracC3-Emon,pastureFracC3-mon-unknown-tavg-z0c-hxy,,pastureFracC3_tavg-z0-hxy-x,18,27,1.5,9,,,land,,ld,,1,1,1,pastureFracC3,,XXXXX,41,12,area fraction,Emon.pastureFracC3,missing,x,,land over all_area_types time: mean,land,ld,ld --> x,monthly, time means,, reported on a 2-d spatial grid,, of C3 pastures, of C3 pastures,area fraction of C3 pastures: time means reported on a 2-d spatial grid, of C3 pastures :: Percentage of entire grid cell covered by C3 pasture,global,global,area fraction of C3 pastures: monthly means reported on a 2-d spatial grid,area fraction of C3 pastures: monthly means reported on a 2-d spatial grid,,0,Oyr,expn,expn-Oyr,5,1,9,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,,missing,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,13,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
Emon,48,2,C4 Pasture Area Percentage,Percentage of entire grid cell covered by C4 pasture,%,0,"Should this be undefined where sea?  Should deprecate in favor of ""where all_area_types"".  Consider eliminating scalar dimension.",cell1,,,,missing,missing,1,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typec4pastures,,longitude latitude time typec4pastures,pastureFracC4,land,mon,mon,tavg,area: areacella,pastureFracC4,pastureFracC4-Emon,pastureFracC4-mon-unknown-tavg-z0c-hxy,,pastureFracC4_tavg-z0-hxy-x,18,27,1.5,9,,,land,,ld,,1,1,1,pastureFracC4,,XXXXX,42,12,area fraction,Emon.pastureFracC4,missing,x,,land over all_area_types time: mean,land,ld,ld --> x,monthly, time means,, reported on a 2-d spatial grid,, of C4 pastures, of C4 pastures,area fraction of C4 pastures: time means reported on a 2-d spatial grid, of C4 pastures :: Percentage of entire grid cell covered by C4 pasture,global,global,area fraction of C4 pastures: monthly means reported on a 2-d spatial grid,area fraction of C4 pastures: monthly means reported on a 2-d spatial grid,,0,Oyr,expc,expc-Oyr,13,1,9,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,,missing,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,13,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
Lmon,18,1,Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil,"Percentage of entire grid cell  that is land and is covered by  neither vegetation nor bare-soil (e.g., urban, ice, lakes, etc.)",%,"fraction of entire grid cell  that is land and is covered by ""non-vegetation"" and ""non-bare-soil"" (e.g., urban, ice, lakes, etc.)","Should this be undefined where sea?  Should deprecate in favor of ""where all_area_types"".  Consider eliminating scalar dimension.  ""residual"" is not an area-type recognized by CF, which could be a problem.",cell1,,,,missing,missing,1,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typeresidual,,longitude latitude time typeresidual,residualFrac,land,mon,mon,tavg,area: areacella,residualFrac,residualFrac-Lmon,residualFrac-mon-unknown-tavg-z0c-hxy,,residualFrac_tavg-z0-hxy-x,17,26,1.5,9,,,land,,ld,,1,1,1,residualFrac,,XXXXX,43,12,area fraction,Lmon.residualFrac,missing,x,error1,land over all_area_types time: mean,land,ld,ld --> x,monthly, time means,, reported on a 2-d spatial grid,, of residual land surface type (not bare soil and not one of the named vegetation types), of residual land surface type (not bare soil and not one of the named vegetation types),area fraction of residual land surface type (not bare soil and not one of the named vegetation types): time means reported on a 2-d spatial grid," of residual land surface type (not bare soil and not one of the named vegetation types) :: Percentage of entire grid cell  that is land and is covered by  neither vegetation nor bare-soil (e.g., urban, ice, lakes, etc.)",global,global,area fraction of residual land surface type (not bare soil and not one of the named vegetation types): monthly means reported on a 2-d spatial grid,area fraction of residual land surface type (not bare soil and not one of the named vegetation types): monthly means reported on a 2-d spatial grid,,0,Oyr,bddtdip,bddtdip-Oyr,8,1,39,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,12,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
Eyr,9,2,Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil,"Percentage of entire grid cell  that is land and is covered by  neither vegetation nor bare-soil (e.g., urban, ice, lakes, etc.)",%,0,"Should this be undefined where sea?  Should deprecate in favor of ""where all_area_types"".  Consider eliminating scalar dimension. ""residual"" is not an area-type recognized by CF, which could be a problem.",cell1,,,,missing,missing,1,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typeresidual,,longitude latitude time typeresidual,residualFrac,land,yr,yr,tavg,area: areacella,residualFrac,residualFrac-Eyr,residualFrac-yr-unknown-tavg-z0c-hxy,,residualFrac_tavg-z0-hxy-x,16,26,1.6,10,,1,land,,ld,,1,1,1,residualFrac,1,,43,12,,Eyr.residualFrac,missing,x,,land over all_area_types time: mean,land,ld,ld --> x,annual, time means,, reported on a 2-d spatial grid,, of residual land surface type (not bare soil and not one of the named vegetation types), of residual land surface type (not bare soil and not one of the named vegetation types),area fraction of residual land surface type (not bare soil and not one of the named vegetation types): time means reported on a 2-d spatial grid," of residual land surface type (not bare soil and not one of the named vegetation types) :: Percentage of entire grid cell  that is land and is covered by  neither vegetation nor bare-soil (e.g., urban, ice, lakes, etc.)",global,global,area fraction of residual land surface type (not bare soil and not one of the named vegetation types): annual means reported on a 2-d spatial grid,area fraction of residual land surface type (not bare soil and not one of the named vegetation types): annual means reported on a 2-d spatial grid,,0,Oyr,dcalc,dcalc-Oyr,11,1,11,,,1,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,,missing,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,12,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
Lmon,14,1,Percentage Cover by Shrub,Percentage of entire grid cell  that is covered by shrub.,%,fraction of entire grid cell  that is covered by shrub.,"Should this be undefined where sea?  Should deprecate in favor of ""where all_area_types"".  Consider eliminating scalar dimension.",cell1,,,,missing,missing,1,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typeshrub,,longitude latitude time typeshrub,shrubFrac,land,mon,mon,tavg,area: areacella,shrubFrac,shrubFrac-Lmon,shrubFrac-mon-unknown-tavg-z0c-hxy,,shrubFrac_tavg-z0-hxy-x,14,23,1.6,9,,,land,,ld,,1,1,1,shrubFrac,,XXXXX,44,12,area fraction,Lmon.shrubFrac,missing,x,error1,land over all_area_types time: mean,land,ld,ld --> x,monthly, time means,, reported on a 2-d spatial grid,, of shrubs, of shrubs,area fraction of shrubs: time means reported on a 2-d spatial grid, of shrubs :: Percentage of entire grid cell  that is covered by shrub.,global,global,area fraction of shrubs: monthly means reported on a 2-d spatial grid,area fraction of shrubs: monthly means reported on a 2-d spatial grid,,0,Oyr,remoc,remoc-Oyr,11,1,27,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,9,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
Eyr,5,2,Percentage Cover by Shrub,Percentage of entire grid cell  that is covered by shrub.,%,0,"Should this be undefined where sea?  Should deprecate in favor of ""where all_area_types"".  Consider eliminating scalar dimension.",cell1,,,,missing,missing,1,area_fraction,area: mean where land over all_area_types time: mean,area: time: mean,4b,area: time: mean,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typeshrub,,longitude latitude time typeshrub,shrubFrac,land,yr,yr,tavg,area: areacella,shrubFrac,shrubFrac-Eyr,shrubFrac-yr-unknown-tavg-z0c-hxy,,shrubFrac_tavg-z0-hxy-x,13,23,1.8,10,,1,land,,ld,,1,1,1,shrubFrac,1,,44,12,,Eyr.shrubFrac,missing,x,,land over all_area_types time: mean,land,ld,ld --> x,annual, time means,, reported on a 2-d spatial grid,, of shrubs, of shrubs,area fraction of shrubs: time means reported on a 2-d spatial grid, of shrubs :: Percentage of entire grid cell  that is covered by shrub.,global,global,area fraction of shrubs: annual means reported on a 2-d spatial grid,area fraction of shrubs: annual means reported on a 2-d spatial grid,,0,Oyr,fgco2nat,fgco2nat-Oyr,12,1,15,,,1,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,,missing,,,,,,,,,,,XXX,x,z0,land over all_area_types time: mean,land,all_area_types time: mean,all_area_types,,ld,X,9,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
SImon,20,3,Percentage Cover of Sea Ice by Meltpond,"Percentage of sea ice, by area, which is covered by melt ponds, giving equal weight to every square metre of sea ice .",%,0,"For consistency with other surface type fractions, remove ""where sea_ice"".  If fraction of area covered by sea ice occupied by melt ponds is needed, user can divide amount reported by sea ice area fraction.  Consider eliminating scalar dimension.",cell?,,,,missing,missing,3,area_fraction,area: time: mean where sea_ice (comment: mask=siconc),area: time: mean ,4b,area: time: mean ,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typemp,,longitude latitude time typemp,simpconc,seaIce,mon,mon,tavg,area: areacello,simpconc,simpconc-SImon,simpconc-mon-unknown-tavg-z0c-hxy,,simpconc_tavg-z0-hxy-x,14,22,1.6,8,,,seaIce,,si,,1,1,1,simpconc,,XXXXX,45,12,area fraction,SImon.simpconc,missing,x,,sea_ice (comment: mask=siconc),sea_ice,si,si --> x,monthly, time means,, reported on a 2-d spatial grid,, of sea ice melt pond, of sea ice melt pond,area fraction of sea ice melt pond: time means reported on a 2-d spatial grid," of sea ice melt pond :: Percentage of sea ice, by area, which is covered by melt ponds, giving equal weight to every square metre of sea ice .",global,global,area fraction of sea ice melt pond: monthly means reported on a 2-d spatial grid,area fraction of sea ice melt pond: monthly means reported on a 2-d spatial grid,,0,Oyr,chlpico,chlpico-Oyr,5,1,12,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,x,,missing,,,,,,,,,,,missing,,,,,,,,,,XXX,x,z0,sea_ice (comment: mask=siconc),sea_ice,x,x,,si,X,8,,,,,,,,,,,,,12:Modify cell methods?,1,1,tavg-z0-hxy-x,yes
SImon,23,3,Percentage Cover of Sea Ice by Ridging,"Fraction of sea ice, by area, which is covered by sea ice ridges, giving equal weight to every square metre of sea ice .",1,0,"Units should be % for consistency with long name and other like variables. For consistency with other surface type fractions, remove ""where sea_ice"".  Consider eliminating scalar dimension.",M,units,cell?,,missing,missing,4,area_fraction,area: time: mean where sea_ice (comment: mask=siconc),area: time: mean ,4b,area: time: mean ,x,x,x,x,,x,x,nd,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,,z0c,,z0c,z0,hxy,longitude latitude time typesirdg,,longitude latitude time typesirdg,sirdgconc,seaIce,mon,mon,tavg,area: areacello,sirdgconc,sirdgconc-SImon,sirdgconc-mon-unknown-tavg-z0c-hxy,,sirdgconc_tavg-z0-hxy-x,15,23,1.5,8,,,seaIce,,si,,1,1,1,sirdgconc,,XXXXX,46,12,area fraction,SImon.sirdgconc,missing,x,,sea_ice (comment: mask=siconc),sea_ice,si,si --> x,monthly, time means,, reported on a 2-d spatial grid,, of sea ice ridges, of sea ice ridges,area fraction of sea ice ridges: time means reported on a 2-d spatial grid," of sea ice ridges :: Fraction of sea ice, by area, which is covered by sea ice ridges, giving equal weight to every square metre of sea ice .",global,global,area fraction of sea ice ridges: monthly means reported on a 2-d spatial grid,area fraction of sea ice ridges: monthly means reported on a 2-d spatial grid,,0,Oyr,difvho,difvho-Oyr,16,1,10,,,3,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,x,,missing,,,,,,,,,,,missing,,,,,,,,,,XXX,x,z0,sea_ice (comment: mask=siconc),sea_ice,x,x,,si,X,9,,,,,4:Check units.,,,,,,,,12:Modify cell methods?,2,2,tavg-z0-hxy-x,yes
